RespondentID,Do you celebrate Thanksgiving?,What is typically the main dish at your Thanksgiving dinner?,What is typically the main dish at your Thanksgiving dinner? - Other (please specify),How is the main dish typically cooked?,How is the main dish typically cooked? - Other (please specify),What kind of stuffing/dressing do you typically have?,What kind of stuffing/dressing do you typically have? - Other (please specify),What type of cranberry saucedo you typically have?,What type of cranberry saucedo you typically have? - Other (please specify),Do you typically have gravy?,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Brussel sprouts,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Carrots,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Cauliflower,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Corn,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Cornbread,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Fruit salad,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Green beans/green bean casserole,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Macaroni and cheese,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Mashed potatoes,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Rolls/biscuits,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Squash,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Vegetable salad,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Yams/sweet potato casserole,Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which of these side dishes aretypically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Apple,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Buttermilk,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Cherry,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Chocolate,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Coconut cream,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Key lime,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Peach,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Pecan,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Pumpkin,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Sweet Potato,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - None,Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which type of pie is typically served at your Thanksgiving dinner? Please select all that apply. - Other (please specify),Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Apple cobbler,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Blondies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Brownies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Carrot cake,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Cheesecake,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Cookies,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Fudge,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Ice cream,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Peach cobbler,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - None,Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Other (please specify),Which of these desserts do you typically have at Thanksgiving dinner? Please select all that apply.   - Other (please specify),Do you typically pray before or after the Thanksgiving meal?,How far will you travel for Thanksgiving?,Will you watch any of the following programs on Thanksgiving? Please select all that apply. - Macy's Parade,"What's the age cutoff at your ""kids' table"" at Thanksgiving?",Have you ever tried to meet up with hometown friends on Thanksgiving night?,"Have you ever attended a ""Friendsgiving?""",Will you shop any Black Friday sales on Thanksgiving Day?,Do you work in retail?,Will you employer make you work on Black Friday?,How would you describe where you live?,Age,What is your gender?,How much total combined money did all members of your HOUSEHOLD earn last year?,US Region
4337155647,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,Brussel sprouts,Carrots,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,,,,Apple,,Cherry,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,,Other (please specify),Pumpkin pie,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,13,Yes,Yes,No,No,,Rural,60+,Female,"$75,000 to $99,999",Mountain
4337153385,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,Chocolate,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),Lefse or Krumkakke,Yes,Thanksgiving is local--it will take place in the town I live in,,18,No,Yes,No,Yes,Yes,Suburban,30 - 44,Female,"$50,000 to $74,999",West North Central
4337153198,Yes,Turkey,,Roasted,,Bread-based,,None,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,21 or older,Yes,No,No,No,,Rural,18 - 29,Male,"$25,000 to $49,999",South Atlantic
4337153195,Yes,Turkey,,Fried,,Bread-based,,Homemade,,Yes,,Carrots,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,Key lime,,Pecan,Pumpkin,Sweet Potato,,,,,,Brownies,Carrot cake,Cheesecake,Cookies,Fudge,Ice cream,Peach cobbler,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,21 or older,Yes,Yes,No,Yes,No,Urban,18 - 29,Male,"$25,000 to $49,999",South Atlantic
4337150198,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,Vegetable salad,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,12,No,Yes,No,No,,Suburban,30 - 44,Female,"$100,000 to $124,999",New England
4337149818,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other (please specify),Rice pudding,,,,,,,,,,Sweet Potato,,,,,,,Carrot cake,,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,Yes,No,Yes,Yes,Yes,Rural,30 - 44,Female,"$25,000 to $49,999",South Atlantic
4337147145,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,,,,,,,,,,,,Cookies,,,,,Other (please specify),Pie,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,Yes,No,No,,Suburban,60+,Female,"$50,000 to $74,999",South Atlantic
4337145918,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,Sweet Potato,,,,,,,,,Cookies,,,,,,,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,Yes,No,Yes,No,,Suburban,60+,Female,"$75,000 to $99,999",South Atlantic
4337144555,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - 29,Male,"$50,000 to $74,999",East South Central
4337143515,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,Brownies,,,,,,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,16,No,No,No,No,,Suburban,60+,Female,Prefer not to answer,New England
4337142309,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,"$100,000 to $124,999",West South Central
4337139981,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,No,Yes,No,No,,Suburban,45 - 59,Male,"$100,000 to $124,999",Pacific
4337139366,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,,Cornbread,Fruit salad,,,,,,,,,,,Buttermilk,,,Coconut cream,,,,,,,,,,,Brownies,,,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,14,Yes,Yes,No,Yes,No,Rural,30 - 44,Male,"$75,000 to $99,999",West South Central
4337139327,Yes,Tofurkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,Cornbread,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pumpkin bars,Yes,Thanksgiving is local--it will take place in the town I live in,,12,No,No,No,No,,Rural,30 - 44,Female,"$75,000 to $99,999",West North Central
4337139127,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,Corn,,,Green beans/green bean casserole,,,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,Buttermilk,,Chocolate,Coconut cream,,,Pecan,Pumpkin,,,,,,,,,Cheesecake,,,Ice cream,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,,Rural,60+,Female,"$100,000 to $124,999",West South Central
4337138407,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,21 or older,No,No,No,No,,Suburban,60+,Female,"$50,000 to $74,999",Middle Atlantic
4337137158,Yes,Turkey,,Fried,,Bread-based,,Homemade,,Yes,,,,Corn,Cornbread,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other (please specify),"Cajun Cressing (Crayfish, gorund beef & rice, etc.)",,Buttermilk,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),Banana Pudding,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,No,No,No,,Suburban,45 - 59,Male,"$200,000 and up",East South Central
4337136775,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,Fruit salad,,,Mashed potatoes,,,Vegetable salad,,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,Brownies,,,,,Ice cream,Peach cobbler,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,21 or older,No,No,No,No,,Suburban,60+,Female,"$75,000 to $99,999",East North Central
4337136301,Yes,Turkey,,Fried,,None,,Canned,,No,Brussel sprouts,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,21 or older,Yes,Yes,No,No,,Rural,30 - 44,Female,Prefer not to answer,New England
4337135261,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,Apple cobbler,,,,,,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,13,No,No,Yes,Yes,Yes,Suburban,30 - 44,Male,"$75,000 to $99,999",East North Central
4337131392,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,No,No,No,No,,Rural,45 - 59,Male,"$125,000 to $149,999",East North Central
4337127124,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,,Cauliflower,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),pumpkin roll,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,Yes,No,,Suburban,30 - 44,Female,"$100,000 to $124,999",East North Central
4337120626,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,Brussel sprouts,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,,Buttermilk,,Chocolate,,,,,Pumpkin,,,,,,,Brownies,Carrot cake,Cheesecake,Cookies,,,,,,,No,,,,,,,,,,,,,
4337117868,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,Cheesecake,,,,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,,Rural,60+,Female,"$25,000 to $49,999",West North Central
4337117491,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,Other (please specify),collard greens,,,,,,,,,,Sweet Potato,,,,,,,,,,,,,,Other (please specify),chocolate cake,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,No,No,No,No,,Suburban,30 - 44,Female,"$100,000 to $124,999",South Atlantic
4337117150,Yes,Turkey,,Roasted,,Bread-based,,None,,Yes,,,,Corn,Cornbread,,,,Mashed potatoes,Rolls/biscuits,,,,,,Apple,,,,,,,,,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,No,Yes,No,,Urban,30 - 44,Female,"$50,000 to $74,999",East North Central
4337114976,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,Vegetable salad,,,,Apple,,,,,Key lime,,,,Sweet Potato,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,18 - 29,Female,Prefer not to answer,South Atlantic
4337114697,Yes,Turkey,,Roasted,,Bread-based,,Homemade,,Yes,,Carrots,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,,,,Other (please specify),Cheesecak,,,,,Cheesecake,,,,,,,,No,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,16,No,Yes,No,No,,Suburban,45 - 59,Male,"$75,000 to $99,999",South Atlantic
4337114484,Yes,Turkey,,Fried,,Bread-based,,Canned,,Yes,,Carrots,,,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,Chocolate,Coconut cream,,,Pecan,Pumpkin,Sweet Potato,,,,,,,,,,,Ice cream,Peach cobbler,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Rural,60+,Female,"$200,000 and up",West South Central
4337113072,Yes,Turkey,,Baked,,Bread-based,,None,,Yes,,,,Corn,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,Cherry,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,13,No,No,No,No,,Suburban,30 - 44,Male,"$75,000 to $99,999",East North Central
4337112360,Yes,Turkey,,Roasted,,Other (please specify),Cornbread-based,Canned,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,,,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,Other (please specify),"Pecan, Mincemeat",,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,10 or younger,No,No,No,No,,Urban,60+,Female,"$75,000 to $99,999",South Atlantic
4337111695,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,,,,Rolls/biscuits,,,,,,,,,,,,,,Pumpkin,Sweet Potato,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,,Suburban,60+,Female,Prefer not to answer,South Atlantic
4337110217,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,,Other (please specify),THE PIE YOU JUST ASKED ABOUT. ,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,21 or older,No,Yes,No,No,,Urban,18 - 29,Female,"$25,000 to $49,999",Middle Atlantic
4337109688,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,Other (please specify),Peanut butter,,,,,,,,,,None,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,No,Yes,No,No,,Suburban,18 - 29,Female,"$25,000 to $49,999",Mountain
4337109606,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 - 44,Female,"$25,000 to $49,999",Middle Atlantic
4337108113,Yes,Turkey,,Fried,,Bread-based,,None,,Yes,,,,Corn,,,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,,,None,,,,,,,,Cookies,,,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,13,No,No,No,No,,Suburban,18 - 29,Male,"$50,000 to $74,999",South Atlantic
4337107692,Yes,Turkey,,I don't know,,Bread-based,,Canned,,Yes,,,Cauliflower,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,Pecan,,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,Yes,No,No,No,,Suburban,60+,Female,"$25,000 to $49,999",East South Central
4337107492,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,10 or younger,No,No,No,No,,Suburban,45 - 59,Male,"$25,000 to $49,999",South Atlantic
4337107135,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),"pies: pumpkin with cie cream vanilla, apple, pecan",Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,12,Yes,No,Yes,No,,Rural,30 - 44,Female,"$25,000 to $49,999",South Atlantic
4337106266,Yes,Turkey,,Baked,,Rice-based,,Homemade,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,,,Vegetable salad,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,Sweet Potato,,,,,,,Carrot cake,,,,Ice cream,,,,,No,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,No,No,No,,Suburban,30 - 44,Male,"$25,000 to $49,999",South Atlantic
4337100681,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,10 or younger,No,No,No,No,,Suburban,60+,Female,"$200,000 and up",East North Central
4337100638,Yes,Turkey,,Baked,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,,,,Green beans/green bean casserole,,Mashed potatoes,,Squash,,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,21 or older,No,Yes,No,No,,Urban,60+,Female,"$200,000 and up",Middle Atlantic
4337098925,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,,,Fruit salad,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,10 or younger,No,No,No,No,,Rural,30 - 44,Female,"$50,000 to $74,999",West North Central
4337097777,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,Coconut cream,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,Yes,No,No,No,,Suburban,45 - 59,Male,"$10,000 to $24,999",Middle Atlantic
4337097775,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 - 59,Male,"$25,000 to $49,999",Middle Atlantic
4337096669,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,Brussel sprouts,,Cauliflower,,,,,,,,,,,,,,Buttermilk,,,,,,,,,,,,,Blondies,,,,,,,,,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,No,No,No,,Suburban,18 - 29,Female,"$50,000 to $74,999",East North Central
4337094254,Yes,Turducken,,Roasted,,Bread-based,,Homemade,,Yes,Brussel sprouts,,,,,,,,,,,Vegetable salad,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,Other (please specify),With pie listed above,Yes,Thanksgiving is out of town and far away--I have to drive several hours or fly,Macy's Parade,16,No,No,No,No,,Rural,60+,Female,"$200,000 and up",Pacific
4337091880,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,,Pumpkin,,,,,,,,,,,,,,None,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,Yes,No,No,No,,Rural,30 - 44,Female,"$25,000 to $49,999",East South Central
4337089256,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,Fruit salad,,,,Rolls/biscuits,,Vegetable salad,,,,Apple,,,,,,,,Pumpkin,,,,,Apple cobbler,,,,,Cookies,,Ice cream,Peach cobbler,,,,No,,,,,,,,,,,,,
4337087412,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,Carrots,Cauliflower,,,,,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,Pecan,,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,,10 or younger,Yes,No,No,No,,Urban,18 - 29,Female,"$75,000 to $99,999",East North Central
4337087325,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,,,,,,Green beans/green bean casserole,,,Rolls/biscuits,,,Yams/sweet potato casserole,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,,20,No,No,No,No,,Suburban,60+,Female,"$100,000 to $124,999",East North Central
4337086635,Yes,Turkey,,Roasted,,Bread-based,,Canned,,Yes,,Carrots,Cauliflower,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,Squash,,Yams/sweet potato casserole,,,Apple,,,Chocolate,,,,,Pumpkin,,,,,,,,,,,,,,,Other (please specify),cheesecake.,Yes,Thanksgiving is local--it will take place in the town I live in,,21 or older,Yes,No,No,No,,Urban,45 - 59,Male,"$150,000 to $174,999",Pacific
4337086114,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60+,Female,"$25,000 to $49,999",Middle Atlantic
4337084799,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,Fruit salad,Green beans/green bean casserole,Macaroni and cheese,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,Pecan,,,,,,,,,,Cheesecake,Cookies,,,,,,,Yes,Thanksgiving is out of town but not too far--it's a drive of a few hours or less,Macy's Parade,10 or younger,No,No,No,No,,Suburban,30 - 44,Female,"$0 to $9,999",South Atlantic
4337083360,Yes,Turkey,,Roasted,,Bread-based,,Other (please specify),home made and canned,Yes,,,,,,,Green beans/green bean casserole,,Mashed potatoes,,,Vegetable salad,,,,Apple,,,,,,,,Pumpkin,,,,,,,,,,,,,,None,,,Yes,Thanksgiving is happening at my home--I won't travel at all,Macy's Parade,21 or older,No,Yes,Yes,No,,Suburban,60+,Female,"$50,000 to $74,999",Mountain
4337083128,Yes,Turkey,,Baked,,Bread-based,,Canned,,Yes,,,,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,Yams/sweet potato casserole,,,,,,,,,,,Pumpkin,,,,,,,,,,,,Ice cream,,,,,No,Thanksgiving is local--it will take place in the town I live in,,10 or younger,Yes,Yes,No,No,,Urban,30 - 44,Female,"$25,000 to $49,999",Middle Atlantic
4337078951,Yes,Tofurkey,,Baked,,Bread-based,,Canned,,No,Brussel sprouts,Carrots,Cauliflower,Corn,,,Green beans/green bean casserole,,Mashed potatoes,Rolls/biscuits,,,,,,,,,,,,,Pecan,Pumpkin,,,,,,,,,,Cookies,,Ice cream,,,,,No,Thanksgiving is local--it will take place in the town I live in,Macy's Parade,16,Yes,Yes,No,No,,Suburban,30 - 44,Female,"$200,000 and up",Mountain
